# step L_total L_int L_bdry L_orth L_gradation
76 4.37442541e-01 4.01933551e-01 3.12999375e-02 4.20904486e-03 0.00000000e+00
77 4.26127493e-01 3.91468495e-01 3.07605658e-02 3.89844179e-03 0.00000000e+00
78 4.22032744e-01 3.89597028e-01 2.88453680e-02 3.59035097e-03 0.00000000e+00
79 4.20758188e-01 3.84251535e-01 3.23874392e-02 4.11922112e-03 0.00000000e+00
80 4.14913893e-01 3.83874804e-01 2.75943615e-02 3.44471633e-03 0.00000000e+00
81 4.18458760e-01 3.85663271e-01 2.93492544e-02 3.44623276e-03 0.00000000e+00
82 4.18626338e-01 3.84947181e-01 3.00530083e-02 3.62614891e-03 0.00000000e+00
83 4.09026951e-01 3.75639737e-01 2.95643359e-02 3.82290082e-03 0.00000000e+00
84 4.25381988e-01 3.86064947e-01 3.42410281e-02 5.07602608e-03 0.00000000e+00
85 4.21153009e-01 3.82876009e-01 3.38491872e-02 4.42781439e-03 0.00000000e+00
86 4.17554528e-01 3.80712181e-01 3.33880708e-02 3.45425797e-03 0.00000000e+00
87 4.10029918e-01 3.78067553e-01 2.87118889e-02 3.25046619e-03 0.00000000e+00
88 4.08555537e-01 3.73874068e-01 3.13864984e-02 3.29498923e-03 0.00000000e+00
89 4.08186853e-01 3.73197794e-01 3.07164341e-02 4.27264534e-03 0.00000000e+00
90 4.08840895e-01 3.73535454e-01 3.13334912e-02 3.97193059e-03 0.00000000e+00
91 3.96972507e-01 3.66014481e-01 2.82181203e-02 2.73992098e-03 0.00000000e+00
92 4.02075946e-01 3.68437529e-01 3.13674733e-02 2.27092649e-03 0.00000000e+00
93 4.07526910e-01 3.75385106e-01 2.94698607e-02 2.67195748e-03 0.00000000e+00
94 4.24150258e-01 3.91405910e-01 2.96112001e-02 3.13315121e-03 0.00000000e+00
95 4.06853497e-01 3.75590980e-01 2.84085348e-02 2.85398006e-03 0.00000000e+00
96 4.05635774e-01 3.74916852e-01 2.88103409e-02 1.90857833e-03 0.00000000e+00
97 4.00224417e-01 3.72018903e-01 2.63908897e-02 1.81464374e-03 0.00000000e+00
98 3.99121761e-01 3.67022961e-01 2.97106989e-02 2.38808501e-03 0.00000000e+00
99 3.93916458e-01 3.61022651e-01 3.02855708e-02 2.60824338e-03 0.00000000e+00
100 3.92832547e-01 3.60848427e-01 2.94007659e-02 2.58335774e-03 0.00000000e+00
101 3.99248093e-01 3.64424229e-01 3.21437679e-02 2.68010562e-03 0.00000000e+00
102 4.01093870e-01 3.72409374e-01 2.66821329e-02 2.00234773e-03 0.00000000e+00
103 4.08523321e-01 3.76435250e-01 2.99963336e-02 2.09173374e-03 0.00000000e+00
104 3.98830354e-01 3.66583109e-01 3.01630590e-02 2.08418816e-03 0.00000000e+00
105 3.95330518e-01 3.61443400e-01 3.09889354e-02 2.89817667e-03 0.00000000e+00
106 3.89930665e-01 3.53627145e-01 3.33462134e-02 2.95730331e-03 0.00000000e+00
107 4.00045127e-01 3.68337393e-01 2.92371679e-02 2.47055665e-03 0.00000000e+00
108 3.88794720e-01 3.59060377e-01 2.78451685e-02 1.88915851e-03 0.00000000e+00
109 3.87744069e-01 3.58661473e-01 2.72698756e-02 1.81271578e-03 0.00000000e+00
110 3.93333524e-01 3.64566147e-01 2.64577810e-02 2.30958872e-03 0.00000000e+00
111 3.87118697e-01 3.54774356e-01 2.92258151e-02 3.11851059e-03 0.00000000e+00
112 3.94104064e-01 3.59643966e-01 3.13947871e-02 3.06533184e-03 0.00000000e+00
113 3.86443555e-01 3.57269943e-01 2.71347463e-02 2.03887536e-03 0.00000000e+00
114 4.07275647e-01 3.78021032e-01 2.73205899e-02 1.93403487e-03 0.00000000e+00
115 3.89858544e-01 3.59815001e-01 2.81038731e-02 1.93966599e-03 0.00000000e+00
116 3.90297174e-01 3.60790193e-01 2.69586556e-02 2.54833372e-03 0.00000000e+00
117 3.83713186e-01 3.51712644e-01 2.94658355e-02 2.53472617e-03 0.00000000e+00
118 3.86378139e-01 3.54472727e-01 2.96712182e-02 2.23418185e-03 0.00000000e+00
119 3.88059258e-01 3.59278500e-01 2.66231336e-02 2.15761573e-03 0.00000000e+00
120 3.87889564e-01 3.56985718e-01 2.85989512e-02 2.30488973e-03 0.00000000e+00
121 3.83321583e-01 3.53192836e-01 2.74576060e-02 2.67115096e-03 0.00000000e+00
122 3.87823224e-01 3.56851876e-01 2.86278278e-02 2.34352984e-03 0.00000000e+00
123 3.78160655e-01 3.44457060e-01 3.07251234e-02 2.97845900e-03 0.00000000e+00
124 3.76700461e-01 3.44581693e-01 2.93635279e-02 2.75523216e-03 0.00000000e+00
125 3.86622965e-01 3.56096625e-01 2.80780289e-02 2.44832877e-03 0.00000000e+00
126 3.80294472e-01 3.52180064e-01 2.60834415e-02 2.03095702e-03 0.00000000e+00
127 3.84891361e-01 3.54953110e-01 2.67161559e-02 3.22212139e-03 0.00000000e+00
128 3.83435160e-01 3.53891462e-01 2.70610228e-02 2.48268154e-03 0.00000000e+00
129 3.88861656e-01 3.61177623e-01 2.50446312e-02 2.63941381e-03 0.00000000e+00
130 3.79739195e-01 3.49902034e-01 2.67259609e-02 3.11120041e-03 0.00000000e+00
131 3.66797090e-01 3.37783515e-01 2.64396779e-02 2.57389434e-03 0.00000000e+00
132 3.70796442e-01 3.40023279e-01 2.84081530e-02 2.36502360e-03 0.00000000e+00
133 3.88292313e-01 3.57766509e-01 2.81155054e-02 2.41030334e-03 0.00000000e+00
134 3.80669057e-01 3.52893651e-01 2.58113779e-02 1.96403288e-03 0.00000000e+00
135 3.70364159e-01 3.41778040e-01 2.64455862e-02 2.14050733e-03 0.00000000e+00
136 3.89517486e-01 3.55579019e-01 3.06464825e-02 3.29199177e-03 0.00000000e+00
137 3.68583679e-01 3.35848182e-01 2.98834909e-02 2.85200099e-03 0.00000000e+00
138 3.80527377e-01 3.47733766e-01 2.92312093e-02 3.56239802e-03 0.00000000e+00
139 3.69191319e-01 3.38286847e-01 2.87774988e-02 2.12695077e-03 0.00000000e+00
140 3.84819746e-01 3.57514679e-01 2.55794954e-02 1.72559870e-03 0.00000000e+00
141 3.88658047e-01 3.59218001e-01 2.74841581e-02 1.95588358e-03 0.00000000e+00
142 3.73685867e-01 3.44660342e-01 2.69604418e-02 2.06509349e-03 0.00000000e+00
143 4.26954210e-01 3.82637858e-01 3.82645503e-02 6.05180115e-03 0.00000000e+00
144 4.04083848e-01 3.65164399e-01 3.40433307e-02 4.87609208e-03 0.00000000e+00
145 4.11278367e-01 3.76017243e-01 3.21061723e-02 3.15494952e-03 0.00000000e+00
146 3.93064529e-01 3.58583391e-01 3.12383417e-02 3.24279466e-03 0.00000000e+00
147 3.79801333e-01 3.46024811e-01 3.11525576e-02 2.62396713e-03 0.00000000e+00
148 3.88167292e-01 3.54930639e-01 3.06728967e-02 2.56373500e-03 0.00000000e+00
149 3.87211204e-01 3.57473314e-01 2.78681312e-02 1.86978187e-03 0.00000000e+00
150 3.79146963e-01 3.48909944e-01 2.72849556e-02 2.95207137e-03 0.00000000e+00
151 3.75937670e-01 3.42342019e-01 2.96520740e-02 3.94358067e-03 0.00000000e+00
152 3.67515534e-01 3.36505771e-01 2.76865400e-02 3.32323695e-03 0.00000000e+00
153 3.77906173e-01 3.45112741e-01 2.82406230e-02 4.55280486e-03 0.00000000e+00
154 3.76069069e-01 3.42814207e-01 2.84154695e-02 4.83940123e-03 0.00000000e+00
155 3.64785105e-01 3.32256913e-01 2.89808866e-02 3.54730990e-03 0.00000000e+00
156 3.78351539e-01 3.47832114e-01 2.77302675e-02 2.78917421e-03 0.00000000e+00
157 3.65436763e-01 3.32801580e-01 2.90640648e-02 3.57112451e-03 0.00000000e+00
158 3.75858098e-01 3.43278944e-01 2.87383534e-02 3.84081295e-03 0.00000000e+00
159 3.70335549e-01 3.39900553e-01 2.77913325e-02 2.64368905e-03 0.00000000e+00
160 3.61671448e-01 3.27074140e-01 3.07085495e-02 3.88874928e-03 0.00000000e+00
161 3.67747128e-01 3.38886797e-01 2.52633095e-02 3.59701691e-03 0.00000000e+00
162 3.67202997e-01 3.35006922e-01 2.94480529e-02 2.74802023e-03 0.00000000e+00
163 3.62392455e-01 3.31134677e-01 2.86778286e-02 2.57995748e-03 0.00000000e+00
164 3.65006924e-01 3.33791077e-01 2.91289203e-02 2.08694022e-03 0.00000000e+00
165 3.59205484e-01 3.30154002e-01 2.72630900e-02 1.78836635e-03 0.00000000e+00
166 3.59908760e-01 3.30559045e-01 2.70665325e-02 2.28319434e-03 0.00000000e+00
167 3.60152811e-01 3.29049557e-01 2.88285725e-02 2.27467972e-03 0.00000000e+00
168 3.67195934e-01 3.37061018e-01 2.82141250e-02 1.92077516e-03 0.00000000e+00
169 3.66959691e-01 3.35487694e-01 2.87091266e-02 2.76288204e-03 0.00000000e+00
170 3.68202597e-01 3.35977733e-01 2.86478549e-02 3.57702328e-03 0.00000000e+00
171 3.56985420e-01 3.23861241e-01 2.96005029e-02 3.52368783e-03 0.00000000e+00
172 3.64078134e-01 3.30691963e-01 2.93211862e-02 4.06497158e-03 0.00000000e+00
173 3.54490191e-01 3.18286866e-01 3.28897275e-02 3.31360591e-03 0.00000000e+00
174 3.50009531e-01 3.21451783e-01 2.57929880e-02 2.76476191e-03 0.00000000e+00
175 3.62695932e-01 3.32383633e-01 2.68701613e-02 3.44213727e-03 0.00000000e+00
176 3.54558349e-01 3.23638141e-01 2.79097874e-02 3.01042409e-03 0.00000000e+00
177 3.61950725e-01 3.27270955e-01 3.16957273e-02 2.98406114e-03 0.00000000e+00
178 3.56627166e-01 3.26728314e-01 2.64719371e-02 3.42691899e-03 0.00000000e+00
179 3.64780575e-01 3.32855076e-01 2.90693510e-02 2.85614026e-03 0.00000000e+00
180 3.35698456e-01 3.06686074e-01 2.55023967e-02 3.51000112e-03 0.00000000e+00
181 3.65437716e-01 3.33553135e-01 2.84079071e-02 3.47668165e-03 0.00000000e+00
182 3.62076670e-01 3.30538094e-01 2.74722818e-02 4.06629266e-03 0.00000000e+00
183 3.56946588e-01 3.24404657e-01 2.96829231e-02 2.85898638e-03 0.00000000e+00
184 3.47557604e-01 3.15051675e-01 2.91982349e-02 3.30770947e-03 0.00000000e+00
185 3.56853515e-01 3.24539065e-01 2.96620391e-02 2.65239808e-03 0.00000000e+00
186 3.55586052e-01 3.21932882e-01 3.14013101e-02 2.25186860e-03 0.00000000e+00
187 3.59904170e-01 3.25674385e-01 2.99527384e-02 4.27704025e-03 0.00000000e+00
188 3.46377015e-01 3.13836634e-01 2.98282970e-02 2.71207653e-03 0.00000000e+00
189 3.51748079e-01 3.18729520e-01 2.99434308e-02 3.07512935e-03 0.00000000e+00
190 3.56384784e-01 3.23787749e-01 2.94203684e-02 3.17665609e-03 0.00000000e+00
191 3.51811379e-01 3.22619855e-01 2.66021471e-02 2.58936547e-03 0.00000000e+00
192 3.51396531e-01 3.23128283e-01 2.59569269e-02 2.31132144e-03 0.00000000e+00
193 3.52847606e-01 3.21004093e-01 2.93453168e-02 2.49819760e-03 0.00000000e+00
194 3.45650554e-01 3.13613534e-01 2.81887874e-02 3.84821068e-03 0.00000000e+00
195 3.51259321e-01 3.19212586e-01 2.85082404e-02 3.53849330e-03 0.00000000e+00
196 3.42548668e-01 3.09655160e-01 2.89143343e-02 3.97916650e-03 0.00000000e+00
197 3.47498983e-01 3.14631104e-01 2.97315437e-02 3.13633680e-03 0.00000000e+00
198 3.44694048e-01 3.16208869e-01 2.57483143e-02 2.73686647e-03 0.00000000e+00
199 3.56276184e-01 3.24124098e-01 2.93568037e-02 2.79527763e-03 0.00000000e+00
200 3.38808835e-01 3.05996835e-01 2.90731397e-02 3.73883964e-03 0.00000000e+00
201 3.53626549e-01 3.19086671e-01 2.99694687e-02 4.57043666e-03 0.00000000e+00
202 3.41739684e-01 3.10272068e-01 2.87110638e-02 2.75656627e-03 0.00000000e+00
203 3.45141381e-01 3.09415251e-01 3.18137705e-02 3.91235668e-03 0.00000000e+00
204 3.38042766e-01 3.03867012e-01 3.10145151e-02 3.16124829e-03 0.00000000e+00
205 3.39597762e-01 3.08474094e-01 2.77194083e-02 3.40424641e-03 0.00000000e+00
206 3.38335067e-01 3.05982411e-01 2.85967272e-02 3.75593174e-03 0.00000000e+00
207 3.36610913e-01 3.03983420e-01 2.94707436e-02 3.15675931e-03 0.00000000e+00
208 3.31474870e-01 2.99697757e-01 2.92364340e-02 2.54067499e-03 0.00000000e+00
209 3.35132390e-01 3.00451845e-01 3.12501863e-02 3.43037234e-03 0.00000000e+00
210 3.34899575e-01 3.00328255e-01 3.13341506e-02 3.23714712e-03 0.00000000e+00
211 3.33423108e-01 3.01253527e-01 2.89391689e-02 3.23041761e-03 0.00000000e+00
212 3.24711442e-01 2.95212626e-01 2.67847646e-02 2.71402788e-03 0.00000000e+00
213 3.33771259e-01 2.99402922e-01 3.11783515e-02 3.18997353e-03 0.00000000e+00
214 3.34181339e-01 3.02363306e-01 2.75635943e-02 4.25441982e-03 0.00000000e+00
215 3.26456785e-01 2.91973412e-01 3.06156315e-02 3.86775471e-03 0.00000000e+00
216 3.32819760e-01 2.97212243e-01 2.97849439e-02 5.82256820e-03 0.00000000e+00
217 3.24112743e-01 2.91852534e-01 2.86551807e-02 3.60503281e-03 0.00000000e+00
218 3.21880013e-01 2.88878500e-01 2.84364540e-02 4.56505967e-03 0.00000000e+00
219 3.22865784e-01 2.91582406e-01 2.77303644e-02 3.55300237e-03 0.00000000e+00
220 3.17447752e-01 2.85784334e-01 2.78884843e-02 3.77494004e-03 0.00000000e+00
221 3.20860714e-01 2.86551356e-01 3.00298426e-02 4.27951384e-03 0.00000000e+00
222 3.28996897e-01 2.92581677e-01 3.26614194e-02 3.75382253e-03 0.00000000e+00
223 3.20659250e-01 2.88178593e-01 2.95488741e-02 2.93177366e-03 0.00000000e+00
224 3.18495870e-01 2.85708576e-01 2.93207616e-02 3.46656027e-03 0.00000000e+00
225 3.21687549e-01 2.87952513e-01 3.07574701e-02 2.97757424e-03 0.00000000e+00
226 3.16382647e-01 2.81516790e-01 3.11491210e-02 3.71672329e-03 0.00000000e+00
227 3.19849283e-01 2.86389083e-01 3.01562175e-02 3.30398837e-03 0.00000000e+00
228 3.20547700e-01 2.90043473e-01 2.74234582e-02 3.08076967e-03 0.00000000e+00
229 3.15397054e-01 2.82954335e-01 2.94380654e-02 3.00463848e-03 0.00000000e+00
230 3.17351222e-01 2.82968432e-01 3.06401346e-02 3.74266878e-03 0.00000000e+00
231 3.08747441e-01 2.76873201e-01 2.86086164e-02 3.26560671e-03 0.00000000e+00
232 3.15572202e-01 2.84951717e-01 2.77601890e-02 2.86031468e-03 0.00000000e+00
233 3.20314735e-01 2.84708411e-01 3.07821259e-02 4.82418435e-03 0.00000000e+00
234 3.14704865e-01 2.80996472e-01 2.95344274e-02 4.17396845e-03 0.00000000e+00
235 3.14959258e-01 2.77128935e-01 3.40466797e-02 3.78362928e-03 0.00000000e+00
236 3.10090601e-01 2.80580521e-01 2.68359836e-02 2.67411163e-03 0.00000000e+00
237 3.15121561e-01 2.81955481e-01 2.99253017e-02 3.24080326e-03 0.00000000e+00
238 3.15592378e-01 2.80495226e-01 3.11612543e-02 3.93589074e-03 0.00000000e+00
239 3.02982956e-01 2.72439063e-01 2.75452193e-02 2.99868174e-03 0.00000000e+00
240 3.21297616e-01 2.90131688e-01 2.66460460e-02 4.51988541e-03 0.00000000e+00
241 3.10389966e-01 2.76364952e-01 3.02136522e-02 3.81135521e-03 0.00000000e+00
242 3.19320261e-01 2.82693148e-01 3.27195860e-02 3.90752964e-03 0.00000000e+00
243 3.12802017e-01 2.81314403e-01 2.83278283e-02 3.15980101e-03 0.00000000e+00
244 3.09231639e-01 2.77184218e-01 2.76234094e-02 4.42400668e-03 0.00000000e+00
245 3.11342031e-01 2.76159793e-01 3.13924439e-02 3.78977181e-03 0.00000000e+00
246 3.23136777e-01 2.88021356e-01 3.08469050e-02 4.26851865e-03 0.00000000e+00
247 3.15374792e-01 2.78450578e-01 3.24126221e-02 4.51160874e-03 0.00000000e+00
248 3.13032448e-01 2.79696077e-01 2.90180743e-02 4.31829831e-03 0.00000000e+00
249 3.56652617e-01 3.25964570e-01 2.67016459e-02 3.98638612e-03 0.00000000e+00
250 3.73512894e-01 3.45811963e-01 2.43501756e-02 3.35075730e-03 0.00000000e+00
251 3.65016729e-01 3.33544582e-01 2.77346522e-02 3.73747270e-03 0.00000000e+00
252 3.72213930e-01 3.41358215e-01 2.59855893e-02 4.87010740e-03 0.00000000e+00
253 3.68518054e-01 3.36329281e-01 2.72470564e-02 4.94169863e-03 0.00000000e+00
254 3.73551726e-01 3.40270281e-01 2.86107995e-02 4.67065582e-03 0.00000000e+00
255 3.63634318e-01 3.34996343e-01 2.49686390e-02 3.66935181e-03 0.00000000e+00
256 3.65835041e-01 3.32084745e-01 2.89118402e-02 4.83846664e-03 0.00000000e+00
257 3.62269521e-01 3.32048416e-01 2.54133139e-02 4.80779726e-03 0.00000000e+00
258 3.66150707e-01 3.31463456e-01 3.04910932e-02 4.19616420e-03 0.00000000e+00
259 3.51519763e-01 3.21287572e-01 2.61848718e-02 4.04734910e-03 0.00000000e+00
260 3.51551265e-01 3.22269261e-01 2.60033756e-02 3.27863870e-03 0.00000000e+00
261 3.47874552e-01 3.20123911e-01 2.45562345e-02 3.19441222e-03 0.00000000e+00
262 3.43674988e-01 3.11467767e-01 2.85547283e-02 3.65247508e-03 0.00000000e+00
263 3.44417870e-01 3.11658144e-01 2.87551861e-02 4.00452456e-03 0.00000000e+00
264 3.44680727e-01 3.13106596e-01 2.72054449e-02 4.36868146e-03 0.00000000e+00
265 3.39714020e-01 3.09513509e-01 2.67693195e-02 3.43119865e-03 0.00000000e+00
266 3.40434700e-01 3.08765322e-01 2.85134967e-02 3.15588340e-03 0.00000000e+00
267 3.34802181e-01 3.05985332e-01 2.59262007e-02 2.89063901e-03 0.00000000e+00
268 3.27410460e-01 2.98168033e-01 2.64220461e-02 2.82036327e-03 0.00000000e+00
269 3.33490700e-01 3.07387799e-01 2.32908987e-02 2.81200511e-03 0.00000000e+00
270 3.17496270e-01 2.87244380e-01 2.74565984e-02 2.79527903e-03 0.00000000e+00
271 3.19158226e-01 2.85944372e-01 3.04288696e-02 2.78500700e-03 0.00000000e+00
272 3.17256033e-01 2.85128236e-01 2.86179297e-02 3.50987515e-03 0.00000000e+00
273 3.16574126e-01 2.83696026e-01 2.98737641e-02 3.00433161e-03 0.00000000e+00
274 3.14602554e-01 2.82031298e-01 2.87517309e-02 3.81953036e-03 0.00000000e+00
275 3.16184610e-01 2.83975571e-01 2.86551844e-02 3.55387945e-03 0.00000000e+00
276 3.13716680e-01 2.80304998e-01 2.98925322e-02 3.51914624e-03 0.00000000e+00
277 3.12752783e-01 2.80450314e-01 2.89179683e-02 3.38449422e-03 0.00000000e+00
278 3.04871440e-01 2.73599595e-01 2.80313361e-02 3.24048614e-03 0.00000000e+00
279 3.12132537e-01 2.81203866e-01 2.78091580e-02 3.11954087e-03 0.00000000e+00
280 3.12641442e-01 2.83091933e-01 2.59541199e-02 3.59537126e-03 0.00000000e+00
281 3.13309312e-01 2.80396730e-01 2.93726716e-02 3.53991915e-03 0.00000000e+00
282 3.08611453e-01 2.75548786e-01 2.81528160e-02 4.90984228e-03 0.00000000e+00
283 3.11048746e-01 2.78310776e-01 2.90173739e-02 3.72057222e-03 0.00000000e+00
284 3.12244505e-01 2.76906312e-01 3.15539055e-02 3.78431100e-03 0.00000000e+00
285 3.07354987e-01 2.76478142e-01 2.72381380e-02 3.63871036e-03 0.00000000e+00
286 3.07443768e-01 2.75853574e-01 2.80647445e-02 3.52542498e-03 0.00000000e+00
287 3.11070323e-01 2.79313773e-01 2.79269796e-02 3.82957049e-03 0.00000000e+00
288 3.03828210e-01 2.72655547e-01 2.73946319e-02 3.77802574e-03 0.00000000e+00
289 3.02139789e-01 2.70441353e-01 2.82951612e-02 3.40328319e-03 0.00000000e+00
290 3.08162689e-01 2.76154786e-01 2.86175087e-02 3.39041417e-03 0.00000000e+00
291 3.13277334e-01 2.81023234e-01 2.92861648e-02 2.96792458e-03 0.00000000e+00
292 3.05796623e-01 2.75233954e-01 2.77156513e-02 2.84701958e-03 0.00000000e+00
293 3.09832096e-01 2.79707104e-01 2.69946549e-02 3.13033909e-03 0.00000000e+00
294 3.14423829e-01 2.84158349e-01 2.72851642e-02 2.98031862e-03 0.00000000e+00
295 3.07732075e-01 2.76846051e-01 2.78155059e-02 3.07051232e-03 0.00000000e+00
296 3.13327372e-01 2.80717641e-01 2.92979889e-02 3.31175514e-03 0.00000000e+00
