# step L_total L_int L_bdry L_orth L_gradation
139 9.88868618e+00 9.87042427e+00 1.60169136e-02 2.24471465e-03 0.00000000e+00
140 1.04601402e+01 1.04395523e+01 1.81025043e-02 2.48484127e-03 0.00000000e+00
141 1.04375954e+01 1.04164305e+01 1.85054038e-02 2.65962747e-03 0.00000000e+00
142 1.01857224e+01 1.01648846e+01 1.83040611e-02 2.53363024e-03 0.00000000e+00
143 9.57660770e+00 9.55681133e+00 1.74058303e-02 2.39050994e-03 0.00000000e+00
144 9.63394737e+00 9.61475849e+00 1.68967731e-02 2.29192129e-03 0.00000000e+00
145 1.00260906e+01 1.00065689e+01 1.71745606e-02 2.34682602e-03 0.00000000e+00
146 1.04448004e+01 1.04239845e+01 1.83046162e-02 2.51079351e-03 0.00000000e+00
147 1.04963465e+01 1.04754391e+01 1.84737779e-02 2.43363343e-03 0.00000000e+00
148 1.03278389e+01 1.03085909e+01 1.70674138e-02 2.18098192e-03 0.00000000e+00
149 1.01103592e+01 1.00918198e+01 1.63532738e-02 2.18581036e-03 0.00000000e+00
150 9.95969296e+00 9.94294071e+00 1.47030307e-02 2.04968476e-03 0.00000000e+00
151 1.03498011e+01 1.03326654e+01 1.51175205e-02 2.01806077e-03 0.00000000e+00
152 9.67022800e+00 9.65327168e+00 1.49777215e-02 1.97878713e-03 0.00000000e+00
153 1.03515587e+01 1.03355322e+01 1.40952747e-02 1.93156640e-03 0.00000000e+00
154 1.02873116e+01 1.02722921e+01 1.32083958e-02 1.81073172e-03 0.00000000e+00
155 9.74694633e+00 9.73242188e+00 1.27703864e-02 1.75424421e-03 0.00000000e+00
156 9.88637447e+00 9.87176895e+00 1.28675755e-02 1.73754641e-03 0.00000000e+00
157 1.00279713e+01 1.00138512e+01 1.23306662e-02 1.78946485e-03 0.00000000e+00
158 1.04025927e+01 1.03890791e+01 1.17574241e-02 1.75558077e-03 0.00000000e+00
159 9.08204460e+00 9.06933689e+00 1.09252436e-02 1.78214826e-03 0.00000000e+00
160 8.81653976e+00 8.80328083e+00 1.14322510e-02 1.82672194e-03 0.00000000e+00
161 1.03441181e+01 1.03300190e+01 1.23041216e-02 1.79456372e-03 0.00000000e+00
162 9.71016502e+00 9.69516754e+00 1.31920278e-02 1.80571596e-03 0.00000000e+00
163 1.03306055e+01 1.03150730e+01 1.37103582e-02 1.82291633e-03 0.00000000e+00
164 1.03982420e+01 1.03832235e+01 1.31718256e-02 1.84634305e-03 0.00000000e+00
165 1.00374022e+01 1.00222797e+01 1.32751791e-02 1.84747577e-03 0.00000000e+00
166 1.01703472e+01 1.01563587e+01 1.21384338e-02 1.85045134e-03 0.00000000e+00
167 1.04891682e+01 1.04767580e+01 1.05739748e-02 1.83569069e-03 0.00000000e+00
168 9.39725399e+00 9.38555241e+00 9.75935999e-03 1.94275402e-03 0.00000000e+00
169 9.45959187e+00 9.44915199e+00 8.27918295e-03 2.16072425e-03 0.00000000e+00
170 9.03067112e+00 9.02003479e+00 8.07120837e-03 2.56505283e-03 0.00000000e+00
171 9.46637058e+00 9.45463371e+00 8.64934921e-03 3.08710895e-03 0.00000000e+00
172 1.06307001e+01 1.06184864e+01 8.50474928e-03 3.70886480e-03 0.00000000e+00
173 9.90236759e+00 9.88935661e+00 8.85274634e-03 4.15760605e-03 0.00000000e+00
174 9.44069481e+00 9.42596912e+00 1.00621954e-02 4.66325926e-03 0.00000000e+00
175 1.07618332e+01 1.07462149e+01 1.06311506e-02 4.98701073e-03 0.00000000e+00
176 1.05048161e+01 1.04899340e+01 9.87521932e-03 5.00643160e-03 0.00000000e+00
177 1.04887800e+01 1.04743319e+01 9.94445104e-03 4.50308248e-03 0.00000000e+00
178 1.02918634e+01 1.02790594e+01 8.89588241e-03 3.90861882e-03 0.00000000e+00
179 1.04013319e+01 1.03894196e+01 8.59935954e-03 3.31284059e-03 0.00000000e+00
180 1.02341099e+01 1.02216043e+01 9.56871361e-03 2.93596019e-03 0.00000000e+00
181 1.00739079e+01 1.00602760e+01 1.10802222e-02 2.55240081e-03 0.00000000e+00
182 1.02750263e+01 1.02602110e+01 1.25699472e-02 2.24452815e-03 0.00000000e+00
183 1.01114960e+01 1.00945253e+01 1.47838229e-02 2.18679919e-03 0.00000000e+00
184 9.96041870e+00 9.94170475e+00 1.65550746e-02 2.15945346e-03 0.00000000e+00
185 1.03342762e+01 1.03138819e+01 1.82414893e-02 2.15290044e-03 0.00000000e+00
186 9.51844978e+00 9.49622345e+00 1.99212600e-02 2.30459473e-03 0.00000000e+00
187 9.88902378e+00 9.86338139e+00 2.31229495e-02 2.51957588e-03 0.00000000e+00
188 9.87702656e+00 9.85009670e+00 2.43299138e-02 2.59937486e-03 0.00000000e+00
189 9.99857807e+00 9.97077847e+00 2.50838511e-02 2.71622674e-03 0.00000000e+00
190 1.04171591e+01 1.03884735e+01 2.58909389e-02 2.79434002e-03 0.00000000e+00
191 1.03346968e+01 1.03073292e+01 2.47120913e-02 2.65521766e-03 0.00000000e+00
192 1.00178728e+01 9.99016857e+00 2.51381565e-02 2.56614317e-03 0.00000000e+00
193 9.90018559e+00 9.87409973e+00 2.36825198e-02 2.40337942e-03 0.00000000e+00
194 1.01840725e+01 1.01585522e+01 2.31702887e-02 2.35022465e-03 0.00000000e+00
195 9.85553360e+00 9.83170033e+00 2.16040127e-02 2.22922745e-03 0.00000000e+00
196 9.94221592e+00 9.92003059e+00 2.00480502e-02 2.13693711e-03 0.00000000e+00
197 1.00287285e+01 1.00080700e+01 1.85065251e-02 2.15242617e-03 0.00000000e+00
198 1.02903452e+01 1.02702351e+01 1.78790949e-02 2.23055552e-03 0.00000000e+00
199 9.81469250e+00 9.79529572e+00 1.70624796e-02 2.33485363e-03 0.00000000e+00
200 9.57945538e+00 9.56109238e+00 1.56938024e-02 2.66893208e-03 0.00000000e+00
201 1.03228788e+01 1.03049583e+01 1.51441749e-02 2.77654547e-03 0.00000000e+00
202 9.73039818e+00 9.71282387e+00 1.46002034e-02 2.97439564e-03 0.00000000e+00
203 1.00012283e+01 9.98368454e+00 1.43137313e-02 3.22964741e-03 0.00000000e+00
204 1.00871344e+01 1.00704365e+01 1.31602734e-02 3.53671005e-03 0.00000000e+00
205 9.88756466e+00 9.87049389e+00 1.32338777e-02 3.83659406e-03 0.00000000e+00
206 9.96668053e+00 9.94974804e+00 1.26797957e-02 4.25228290e-03 0.00000000e+00
207 9.87366009e+00 9.85738468e+00 1.16536142e-02 4.62162867e-03 0.00000000e+00
208 1.02639036e+01 1.02470131e+01 1.20316418e-02 4.85938508e-03 0.00000000e+00
209 1.01720390e+01 1.01544971e+01 1.21421861e-02 5.39994100e-03 0.00000000e+00
210 9.37187481e+00 9.35481930e+00 1.12503255e-02 5.80517994e-03 0.00000000e+00
211 9.41242123e+00 9.39502907e+00 1.17428545e-02 5.64962113e-03 0.00000000e+00
212 9.65701103e+00 9.63918114e+00 1.19942063e-02 5.83564956e-03 0.00000000e+00
213 1.01287966e+01 1.01117315e+01 1.08599244e-02 6.20539952e-03 0.00000000e+00
214 9.42511654e+00 9.40745163e+00 1.14460653e-02 6.21932093e-03 0.00000000e+00
215 1.03565197e+01 1.03392887e+01 1.06476946e-02 6.58326223e-03 0.00000000e+00
216 9.44414616e+00 9.42588139e+00 1.15452623e-02 6.72004092e-03 0.00000000e+00
217 9.71348953e+00 9.69641781e+00 1.06946900e-02 6.37738314e-03 0.00000000e+00
218 1.00711994e+01 1.00551805e+01 9.97169036e-03 6.04749657e-03 0.00000000e+00
219 9.67934895e+00 9.66275978e+00 1.09305326e-02 5.65876113e-03 0.00000000e+00
220 1.02610807e+01 1.02450428e+01 1.06715728e-02 5.36597846e-03 0.00000000e+00
221 1.02487497e+01 1.02324219e+01 1.12577984e-02 5.06965024e-03 0.00000000e+00
222 1.01426077e+01 1.01260977e+01 1.16223330e-02 4.88750683e-03 0.00000000e+00
223 9.73373699e+00 9.71619320e+00 1.26329167e-02 4.91040759e-03 0.00000000e+00
224 9.50500107e+00 9.48764610e+00 1.30037172e-02 4.35169879e-03 0.00000000e+00
225 9.66540909e+00 9.64705181e+00 1.45910848e-02 3.76624661e-03 0.00000000e+00
226 1.00298033e+01 1.00106926e+01 1.56900398e-02 3.42051242e-03 0.00000000e+00
227 9.37874699e+00 9.35836220e+00 1.71437431e-02 3.24060349e-03 0.00000000e+00
228 1.02503958e+01 1.02290020e+01 1.83993671e-02 2.99435481e-03 0.00000000e+00
229 9.90321255e+00 9.88099098e+00 1.92121714e-02 3.01010045e-03 0.00000000e+00
230 9.70535660e+00 9.68299198e+00 1.93669423e-02 2.99708988e-03 0.00000000e+00
231 9.83958340e+00 9.81609344e+00 2.04956029e-02 2.99488357e-03 0.00000000e+00
232 1.01595316e+01 1.01359901e+01 2.03772187e-02 3.16383038e-03 0.00000000e+00
233 1.03200302e+01 1.02989140e+01 1.75958257e-02 3.52016115e-03 0.00000000e+00
234 1.01676197e+01 1.01454382e+01 1.82975400e-02 3.88428662e-03 0.00000000e+00
235 9.95863819e+00 9.93827343e+00 1.59572400e-02 4.40806895e-03 0.00000000e+00
236 9.97557354e+00 9.95603943e+00 1.46270711e-02 4.90699988e-03 0.00000000e+00
237 9.89079666e+00 9.87089825e+00 1.42606096e-02 5.63832885e-03 0.00000000e+00
238 1.00633440e+01 1.00431223e+01 1.39828762e-02 6.23867102e-03 0.00000000e+00
239 1.01278105e+01 1.01071548e+01 1.38809932e-02 6.77497918e-03 0.00000000e+00
240 9.64107227e+00 9.62059498e+00 1.32671241e-02 7.21012894e-03 0.00000000e+00
241 9.93181419e+00 9.91045475e+00 1.36115057e-02 7.74752256e-03 0.00000000e+00
242 9.91316414e+00 9.89150715e+00 1.39948949e-02 7.66175753e-03 0.00000000e+00
243 9.20043564e+00 9.17803478e+00 1.43693676e-02 8.03174730e-03 0.00000000e+00
244 1.00049543e+01 9.98316383e+00 1.45663628e-02 7.22417748e-03 0.00000000e+00
245 9.95638847e+00 9.93387794e+00 1.57706980e-02 6.73943572e-03 0.00000000e+00
246 1.03887119e+01 1.03666334e+01 1.60527769e-02 6.02546427e-03 0.00000000e+00
247 9.66763687e+00 9.64509201e+00 1.72271971e-02 5.31788869e-03 0.00000000e+00
248 9.73641109e+00 9.71148300e+00 2.03389656e-02 4.58950596e-03 0.00000000e+00
249 1.01454620e+01 1.01198931e+01 2.13389155e-02 4.23088949e-03 0.00000000e+00
250 1.02236204e+01 1.01968880e+01 2.27637794e-02 3.96859646e-03 0.00000000e+00
251 9.92722225e+00 9.89597321e+00 2.74235941e-02 3.82473366e-03 0.00000000e+00
252 9.79723740e+00 9.76696491e+00 2.62943674e-02 3.97798978e-03 0.00000000e+00
253 9.61337280e+00 9.58337402e+00 2.59939414e-02 4.00445238e-03 0.00000000e+00
254 9.79423904e+00 9.76452160e+00 2.56522465e-02 4.06550709e-03 0.00000000e+00
255 9.57781410e+00 9.54679203e+00 2.69678682e-02 4.05430002e-03 0.00000000e+00
256 1.03725119e+01 1.03408718e+01 2.73851696e-02 4.25514020e-03 0.00000000e+00
257 9.39165497e+00 9.35947800e+00 2.77189873e-02 4.45825979e-03 0.00000000e+00
258 9.99380302e+00 9.96345901e+00 2.57363562e-02 4.60725557e-03 0.00000000e+00
259 9.79211617e+00 9.76270676e+00 2.44399086e-02 4.96949861e-03 0.00000000e+00
260 1.00543089e+01 1.00251446e+01 2.39263978e-02 5.23763895e-03 0.00000000e+00
261 9.98531818e+00 9.95588875e+00 2.39089448e-02 5.52035030e-03 0.00000000e+00
262 9.59674549e+00 9.56799316e+00 2.31855158e-02 5.56637440e-03 0.00000000e+00
263 9.53176975e+00 9.50242329e+00 2.32260693e-02 6.12082612e-03 0.00000000e+00
264 9.93346882e+00 9.90511799e+00 2.18374003e-02 6.51344843e-03 0.00000000e+00
265 1.00210342e+01 9.99365997e+00 2.04981230e-02 6.87584700e-03 0.00000000e+00
266 9.40151691e+00 9.37299061e+00 2.12862920e-02 7.24046025e-03 0.00000000e+00
267 9.78027916e+00 9.75260448e+00 2.00843774e-02 7.58986082e-03 0.00000000e+00
268 1.00375252e+01 1.00099497e+01 1.96264684e-02 7.94866867e-03 0.00000000e+00
269 9.67375469e+00 9.64559269e+00 2.00681146e-02 8.09412356e-03 0.00000000e+00
270 9.99992466e+00 9.97153187e+00 2.02796496e-02 8.11284967e-03 0.00000000e+00
271 9.64330769e+00 9.61650658e+00 1.83723290e-02 8.42899550e-03 0.00000000e+00
272 9.70864201e+00 9.67959023e+00 2.03905031e-02 8.66140146e-03 0.00000000e+00
273 9.92745304e+00 9.90141106e+00 1.72598530e-02 8.78227502e-03 0.00000000e+00
274 9.48395729e+00 9.45638084e+00 1.87388677e-02 8.83772783e-03 0.00000000e+00
275 9.16143608e+00 9.13432121e+00 1.85656305e-02 8.54987651e-03 0.00000000e+00
276 1.00511923e+01 1.00246763e+01 1.81961674e-02 8.31956789e-03 0.00000000e+00
277 9.04611301e+00 9.01798820e+00 2.03419551e-02 7.78338732e-03 0.00000000e+00
278 9.73100185e+00 9.70319271e+00 2.10748445e-02 6.73410296e-03 0.00000000e+00
279 1.02799597e+01 1.02508049e+01 2.30199527e-02 6.13545254e-03 0.00000000e+00
280 9.36144733e+00 9.32916164e+00 2.66285371e-02 5.65767242e-03 0.00000000e+00
281 9.14487362e+00 9.11376953e+00 2.56318096e-02 5.47243748e-03 0.00000000e+00
282 9.39914131e+00 9.36719227e+00 2.67394297e-02 5.21039311e-03 0.00000000e+00
283 9.37772179e+00 9.34608936e+00 2.65361741e-02 5.09618083e-03 0.00000000e+00
284 9.60963726e+00 9.57925224e+00 2.50967983e-02 5.28829545e-03 0.00000000e+00
285 1.01057434e+01 1.00755148e+01 2.47142222e-02 5.51391207e-03 0.00000000e+00
286 1.01271276e+01 1.00997353e+01 2.15632599e-02 5.82869677e-03 0.00000000e+00
287 9.05158138e+00 9.02436447e+00 2.09931005e-02 6.22400735e-03 0.00000000e+00
288 1.00217886e+01 9.99634838e+00 1.84097234e-02 7.03069847e-03 0.00000000e+00
289 9.24334812e+00 9.21813011e+00 1.74225755e-02 7.79528078e-03 0.00000000e+00
290 9.41471672e+00 9.38881683e+00 1.75360553e-02 8.36369582e-03 0.00000000e+00
291 9.65695858e+00 9.63075829e+00 1.77894216e-02 8.40998068e-03 0.00000000e+00
292 1.02786074e+01 1.02531748e+01 1.73929259e-02 8.03922676e-03 0.00000000e+00
293 1.04002991e+01 1.03746738e+01 1.78554710e-02 7.76969828e-03 0.00000000e+00
294 9.72426414e+00 9.69746113e+00 1.94117539e-02 7.39071192e-03 0.00000000e+00
295 1.01562443e+01 1.01295309e+01 1.95402596e-02 7.17391307e-03 0.00000000e+00
296 9.84179497e+00 9.81503582e+00 1.95533801e-02 7.20571959e-03 0.00000000e+00
